NAME,GEO_ID,Households 2015,Annual Median Household Income 2015,Monthly Median Household Income 2015,Annual Transportation Cost 2015,Monthly Transportation Cost 2015,Annual Housing Cost 2015,Monthly Housing Cost 2015,Annual Housing and Transportation Cost 2015,Monthly Housing and Transportation Cost 2015,Transportation Cost as Percent of Monthly Median Household Income 2015,Transportation Cost as Percent of Annual Median Household Income 2015,Housing Cost as Percent of Monthly Median Household Income 2015,Housing Cost as Percent of Annual Median Household Income 2015,Housing and Transportation Cost as Percent of Monthly Median Household Income 2015,Housing and Transportation Cost as Percent of Annual Median Household Income 2015,Difference Annual Median Household Income and Total Annual Costs 2015,Households 2019,Annual Median Household Income 2019,Monthly Median Household Income 2019,Annual Transportation Cost 2019,Monthly Transportation Cost 2019,Annual Housing Cost 2019,Monthly Housing Cost 2019,Annual Housing and Transportation Cost 2019,Monthly Housing and Transportation Cost 2019,Transportation Cost as Percent of Monthly Median Household Income 2019,Transportation Cost as Percent of Annual Median Household Income 2019,Housing Cost as Percent of Monthly Median Household Income 2019,Housing Cost as Percent of Annual Median Household Income 2019,Housing and Transportation Cost as Percent of Monthly Median Household Income 2019,Housing and Transportation Cost as Percent of Annual Median Household Income 2019,Difference Annual Median Household Income and Total Annual Costs 2019,Change in Annual MHI,Percent Change in Annual MHI,Change in Monthly MHI,Percent Change in Monthly MHI,Change in Annual Transportation Cost,Percent Change in Annual Transportation Cost,Change in Monthly Transportation Cost,Percent Change in Monthly Transportation Cost,Change in Annual Housing and Transportation Cost,Percent Change in Annual Housing and Transportation Cost,Change in Monthly Housing and Transportation Cost,Percent Change in Monthly Housing and Transportation Cost,Change in Difference Annual Median Household Income and Total Annual Costs,Percent Change in Difference Annual Median Household Income and Total Annual Costs
"Block Group 1, Census Tract 702.02, Cheatham County, Tennessee",470210702021,365.0,44803.0,3733.5833333333335,14958.0,1246.5,11064.0,922.0,26022.0,2168.5,33.386157176974756,33.386157176974756,24.694774903466286,24.694774903466286,58.08093208044104,58.08093208044104,18781.0,352.0,56250.0,4687.5,16779.0,1398.25,13476.0,1123.0,30255.0,2521.25,29.82933333333333,29.82933333333333,23.95733333333333,23.95733333333333,53.78666666666667,53.78666666666667,25995.0,11447.0,25.549628373100013,953.9166666666665,25.54962837310001,1821.0,12.174087444845567,151.75,12.174087444845567,4233.0,16.26700484205672,352.75,16.26700484205672,7214.0,38.41116021511102
"Block Group 4, Census Tract 1301, Humphreys County, Tennessee",470851301004,506.0,43750.0,3645.8333333333335,13483.0,1123.5833333333333,10224.0,852.0,23707.0,1975.5833333333333,30.818285714285707,30.818285714285715,23.369142857142855,23.369142857142858,54.18742857142856,54.187428571428576,20043.0,421.0,30750.0,2562.5,15277.0,1273.0833333333333,10308.0,859.0,25585.0,2132.083333333333,49.68130081300813,49.68130081300813,33.5219512195122,33.5219512195122,83.20325203252034,83.20325203252033,5165.0,-13000.0,-29.714285714285715,-1083.3333333333335,-29.714285714285715,1794.0,13.305644144478231,149.5,13.305644144478231,1878.0,7.921710887079765,156.49999999999977,7.921710887079754,-14878.0,-74.2304046300454
"Block Group 2, Census Tract 502.05, Williamson County, Tennessee",471870502052,528.0,156486.0,13040.5,14469.0,1205.75,27624.0,2302.0,42093.0,3507.75,9.24619454775507,9.24619454775507,17.652697365898547,17.652697365898547,26.898891913653618,26.898891913653618,114393.0,530.0,155000.0,12916.666666666666,15803.0,1316.9166666666667,33912.0,2826.0,49715.0,4142.916666666667,10.195483870967744,10.195483870967742,21.878709677419355,21.878709677419355,32.0741935483871,32.0741935483871,105285.0,-1486.0,-0.9496057155272676,-123.83333333333394,-0.9496057155272722,1334.0,9.21971110650356,111.16666666666674,9.219711106503565,7622.0,18.107523816311502,635.166666666667,18.10752381631151,-9108.0,-7.962025648422544
"Block Group 1, Census Tract 412.01, Rutherford County, Tennessee",471490412011,1358.0,101071.0,8422.583333333334,14942.0,1245.1666666666667,19368.0,1614.0,34310.0,2859.1666666666665,14.783666927209586,14.783666927209586,19.162766767915624,19.162766767915624,33.94643369512521,33.94643369512521,66761.0,1330.0,96389.0,8032.416666666667,16341.0,1361.75,19932.0,1661.0,36273.0,3022.75,16.95317930469244,16.953179304692444,20.67870815134507,20.67870815134507,37.63188745603751,37.63188745603752,60116.0,-4682.0,-4.6323871337970335,-390.16666666666697,-4.632387133797037,1399.0,9.362869763083923,116.58333333333326,9.362869763083918,1963.0,5.721364033809385,163.58333333333348,5.72136403380939,-6645.0,-9.953415916478184
"Block Group 2, Census Tract 1302, Humphreys County, Tennessee",470851302002,451.0,43450.0,3620.8333333333335,14218.0,1184.8333333333333,11124.0,927.0,25342.0,2111.8333333333335,32.722669735327955,32.72266973532796,25.6018411967779,25.601841196777908,58.324510932105866,58.324510932105866,18108.0,401.0,39688.0,3307.333333333333,15984.0,1332.0,10272.0,856.0,26256.0,2188.0,40.27413827857287,40.27413827857287,25.881878653497274,25.88187865349728,66.15601693207014,66.15601693207014,13432.0,-3762.0,-8.658227848101266,-313.50000000000045,-8.658227848101278,1766.0,12.420874947249965,147.16666666666674,12.420874947249972,914.0,3.6066608791729147,76.16666666666652,3.606660879172907,-4676.0,-25.82284073337751
"Block Group 2, Census Tract 205.01, Sumner County, Tennessee",471650205012,1112.0,119583.0,9965.25,14507.0,1208.9166666666667,25752.0,2146.0,40259.0,3354.9166666666665,12.131323014140808,12.131323014140806,21.534833546574344,21.534833546574344,33.66615656071515,33.66615656071515,79324.0,1393.0,85182.0,7098.5,14556.0,1213.0,23628.0,1969.0,38184.0,3182.0,17.088117207860815,17.088117207860815,27.73825456082271,27.73825456082271,44.82637176868353,44.82637176868353,46998.0,-34401.0,-28.76746694764306,-2866.75,-28.76746694764306,49.0,0.3377679740814779,4.0833333333332575,0.33776797408147163,-2075.0,-5.1541270274969575,-172.91666666666652,-5.154127027496953,-32326.0,-40.7518531591952
"Block Group 2, Census Tract 606.02, Dickson County, Tennessee",470430606022,594.0,60208.0,5017.333333333333,14530.0,1210.8333333333333,12600.0,1050.0,27130.0,2260.8333333333335,24.133005580653734,24.133005580653734,20.9274515014616,20.9274515014616,45.06045708211534,45.060457082115335,33078.0,800.0,56301.0,4691.75,17489.0,1457.4166666666667,11040.0,920.0,28529.0,2377.4166666666665,31.06339141400686,31.06339141400686,19.60888794159962,19.60888794159962,50.67227935560646,50.67227935560648,27772.0,-3907.0,-6.489170874302418,-325.58333333333303,-6.489170874302412,2959.0,20.364762560220235,246.58333333333348,20.36476256022025,1399.0,5.1566531514928124,116.58333333333303,5.156653151492799,-5306.0,-16.04087308785295
"Block Group 2, Census Tract 309.04, Wilson County, Tennessee",471890309042,774.0,65000.0,5416.666666666667,15513.0,1292.75,16692.0,1391.0,32205.0,2683.75,23.866153846153846,23.866153846153846,25.679999999999996,25.679999999999996,49.54615384615384,49.54615384615384,32795.0,806.0,63482.0,5290.166666666667,16845.0,1403.75,16248.0,1354.0,33093.0,2757.75,26.535080810308436,26.535080810308436,25.594656753095364,25.594656753095368,52.1297375634038,52.1297375634038,30389.0,-1518.0,-2.335384615384615,-126.5,-2.335384615384615,1332.0,8.586346934828853,111.0,8.586346934828853,888.0,2.7573358174196554,74.0,2.7573358174196554,-2406.0,-7.336484220155512
"Block Group 3, Census Tract 110.02, Maury County, Tennessee",471190110023,522.0,,,14504.0,1208.6666666666667,9744.0,812.0,24248.0,2020.6666666666667,,,,,,,,448.0,-666666666.0,-55555555.5,19161.0,1596.75,13800.0,1150.0,32961.0,2746.75,-0.0028741500028741,-0.0028741500028741,-0.0020700000020699,-0.0020700000020699,-0.0049441500049441,-0.0049441500049441,-666699627.0,,,,,4657.0,32.10838389409818,388.08333333333326,32.10838389409817,8713.0,35.93286044209832,726.0833333333333,35.93286044209832,,
"Block Group 2, Census Tract 101.04, Davidson County, Tennessee",470370101042,608.0,72102.0,6008.5,15526.0,1293.8333333333333,15804.0,1317.0,31330.0,2610.8333333333335,21.533383262600204,21.533383262600207,21.918948156777898,21.918948156777898,43.452331419378105,43.452331419378105,40772.0,555.0,63456.0,5288.0,16922.0,1410.1666666666667,13572.0,1131.0,30494.0,2541.1666666666665,26.667297024710034,26.667297024710034,21.38804841149773,21.38804841149773,48.055345436207766,48.055345436207766,32962.0,-8646.0,-11.9913455937422,-720.5,-11.9913455937422,1396.0,8.991369315986088,116.33333333333348,8.9913693159861,-836.0,-2.668368975422917,-69.66666666666697,-2.6683689754229287,-7810.0,-19.155302658687333
"Block Group 2, Census Tract 202.08, Sumner County, Tennessee",471650202082,282.0,31625.0,2635.4166666666665,14523.0,1210.25,10884.0,907.0,25407.0,2117.25,45.92252964426878,45.92252964426877,34.41581027667984,34.41581027667984,80.33833992094863,80.33833992094863,6218.0,356.0,52143.0,4345.25,16312.0,1359.3333333333333,13452.0,1121.0,29764.0,2480.333333333333,31.28320196383023,31.28320196383024,25.79828548414936,25.79828548414936,57.0814874479796,57.0814874479796,22379.0,20518.0,64.87905138339922,1709.8333333333335,64.87905138339923,1789.0,12.31839151690422,149.08333333333326,12.318391516904214,4357.0,17.14881725508718,363.08333333333303,17.148817255087167,16161.0,259.90672241878417
"Block Group 4, Census Tract 186.02, Davidson County, Tennessee",470370186024,213.0,227734.0,18977.833333333332,14499.0,1208.25,30276.0,2523.0,44775.0,3731.25,6.366638270965249,6.3666382709652485,13.294457568918125,13.294457568918125,19.661095839883373,19.661095839883373,182959.0,248.0,164063.0,13671.916666666666,15362.0,1280.1666666666667,30624.0,2552.0,45986.0,3832.1666666666665,9.363476225596266,9.363476225596266,18.666000255999226,18.666000255999226,28.029476481595484,28.029476481595484,118077.0,-63671.0,-27.958495437659725,-5305.916666666666,-27.958495437659725,863.0,5.952134629974481,71.91666666666674,5.952134629974487,1211.0,2.7046342825237297,100.91666666666652,2.7046342825237257,-64882.0,-35.46258997917566
"Block Group 4, Census Tract 403.02, Rutherford County, Tennessee",471490403024,754.0,55250.0,4604.166666666667,14522.0,1210.1666666666667,12948.0,1079.0,27470.0,2289.1666666666665,26.284162895927604,26.284162895927604,23.435294117647057,23.43529411764706,49.719457013574655,49.71945701357466,27780.0,731.0,54453.0,4537.75,16638.0,1386.5,14784.0,1232.0,31422.0,2618.5,30.554790369676603,30.554790369676603,27.150019282684152,27.150019282684152,57.70480965236076,57.70480965236076,23031.0,-797.0,-1.4425339366515837,-66.41666666666697,-1.4425339366515901,2116.0,14.570995730615618,176.33333333333326,14.57099573061561,3952.0,14.386603567528214,329.3333333333335,14.38660356752822,-4749.0,-17.095032397408207
"Block Group 2, Census Tract 303.04, Wilson County, Tennessee",471890303042,1453.0,68004.0,5667.0,14537.0,1211.4166666666667,15660.0,1305.0,30197.0,2516.4166666666665,21.376683724486796,21.376683724486796,23.028057173107463,23.028057173107463,44.40474089759426,44.40474089759426,37807.0,1408.0,70339.0,5861.583333333333,16807.0,1400.5833333333333,16248.0,1354.0,33055.0,2754.583333333333,23.89428339896785,23.89428339896785,23.09956069890104,23.09956069890104,46.993844097868894,46.993844097868894,37284.0,2335.0,3.433621551673431,194.58333333333303,3.4336215516734256,2270.0,15.615326408474925,189.16666666666652,15.615326408474914,2858.0,9.464516342683048,238.16666666666652,9.464516342683043,-523.0,-1.3833417092072897
"Block Group 1, Census Tract 212.01, Sumner County, Tennessee",471650212011,864.0,94643.0,7886.916666666667,14538.0,1211.5,20520.0,1710.0,35058.0,2921.5,15.360882474139661,15.360882474139661,21.68147670720497,21.68147670720497,37.04235918134463,37.04235918134463,59585.0,954.0,131894.0,10991.166666666666,16577.0,1381.4166666666667,22788.0,1899.0,39365.0,3280.4166666666665,12.568426160401536,12.568426160401536,17.27751072831213,17.27751072831213,29.845936888713663,29.845936888713663,92529.0,37251.0,39.359487759263764,3104.249999999999,39.35948775926374,2039.0,14.02531297289861,169.91666666666674,14.025312972898618,4307.0,12.285355696274745,358.9166666666665,12.28535569627474,32944.0,55.289082822858106
"Block Group 2, Census Tract 1106, Stewart County, Tennessee",471611106002,337.0,34453.0,2871.0833333333335,13925.0,1160.4166666666667,10524.0,877.0,24449.0,2037.4166666666667,40.41738019911183,40.41738019911183,30.545961164484947,30.545961164484954,70.96334136359678,70.96334136359678,10004.0,359.0,30982.0,2581.833333333333,15413.0,1284.4166666666667,10848.0,904.0,26261.0,2188.4166666666665,49.74824091407915,49.74824091407915,35.013879026531534,35.013879026531534,84.76211994061067,84.76211994061067,4721.0,-3471.0,-10.074594374945578,-289.25000000000045,-10.074594374945594,1488.0,10.685816876122082,124.0,10.68581687612208,1812.0,7.411346067323817,150.99999999999977,7.411346067323805,-5283.0,-52.808876449420225
"Block Group 1, Census Tract 209.01, Sumner County, Tennessee",471650209011,587.0,58319.0,4859.916666666667,14538.0,1211.5,13500.0,1125.0,28038.0,2336.5,24.928410980983898,24.928410980983898,23.148545071074604,23.148545071074608,48.0769560520585,48.076956052058506,30281.0,482.0,63500.0,5291.666666666667,16184.0,1348.6666666666667,12960.0,1080.0,29144.0,2428.6666666666665,25.486614173228343,25.486614173228343,20.40944881889764,20.40944881889764,45.89606299212598,45.896062992125984,34356.0,5181.0,8.883897186165743,431.75,8.883897186165743,1646.0,11.322052551932865,137.16666666666674,11.322052551932872,1106.0,3.944646551109209,92.16666666666652,3.9446465511092024,4075.0,13.457283445064562
"Block Group 1, Census Tract 502.06, Williamson County, Tennessee",471870502061,585.0,177679.0,14806.583333333334,14509.0,1209.0833333333333,34212.0,2851.0,48721.0,4060.0833333333335,8.165849650211898,8.1658496502119,19.254948530777412,19.254948530777412,27.420798180989316,27.420798180989316,128958.0,621.0,162788.0,13565.666666666666,16237.0,1353.0833333333333,32880.0,2740.0,49117.0,4093.0833333333335,9.974322431628869,9.974322431628869,20.198048996240512,20.19804899624051,30.172371427869376,30.172371427869376,113671.0,-14891.0,-8.380844106506679,-1240.9166666666679,-8.380844106506686,1728.0,11.909849059204632,144.0,11.909849059204634,396.0,0.8127911988670183,33.0,0.8127911988670183,-15287.0,-11.85424711921711
"Block Group 4, Census Tract 310, Wilson County, Tennessee",471890310004,644.0,49286.0,4107.166666666667,14563.0,1213.5833333333333,12732.0,1061.0,27295.0,2274.5833333333335,29.547944649596232,29.547944649596236,25.832893722355234,25.832893722355234,55.38083837195147,55.38083837195147,21991.0,565.0,51375.0,4281.25,16497.0,1374.75,12948.0,1079.0,29445.0,2453.75,32.11094890510949,32.11094890510949,25.2029197080292,25.2029197080292,57.31386861313869,57.31386861313869,21930.0,2089.0,4.2385261534715735,174.08333333333303,4.238526153471566,1934.0,13.28023072169196,161.16666666666674,13.280230721691966,2150.0,7.876900531232827,179.16666666666652,7.8769005312328195,-61.0,-0.27738620344686465
"Block Group 2, Census Tract 9704, Macon County, Tennessee",471119704002,813.0,35341.0,2945.0833333333335,14981.0,1248.4166666666667,12816.0,1068.0,27797.0,2316.4166666666665,42.389858804221724,42.389858804221724,36.263829546419174,36.263829546419174,78.65368835064089,78.65368835064089,7544.0,1074.0,57935.0,4827.916666666667,17278.0,1439.8333333333333,13284.0,1107.0,30562.0,2546.833333333333,29.82307758695089,29.82307758695089,22.929144731164232,22.92914473116424,52.75222231811513,52.75222231811513,27373.0,22594.0,63.93141110891033,1882.8333333333335,63.93141110891033,2297.0,15.332754822775515,191.41666666666652,15.332754822775502,2765.0,9.947116595316041,230.41666666666652,9.947116595316036,19829.0,262.84464475079534
"Block Group 2, Census Tract 156.10, Davidson County, Tennessee",470370156102,1634.0,82500.0,6875.0,14537.0,1211.4166666666667,18684.0,1557.0,33221.0,2768.4166666666665,17.62060606060606,17.62060606060606,22.64727272727273,22.64727272727273,40.267878787878786,40.267878787878786,49279.0,2030.0,100700.0,8391.666666666666,16881.0,1406.75,21360.0,1780.0,38241.0,3186.75,16.763654419066533,16.763654419066533,21.21151936444886,21.211519364448858,37.9751737835154,37.9751737835154,62459.0,18200.0,22.060606060606062,1516.666666666666,22.06060606060605,2344.0,16.124372291394373,195.33333333333326,16.124372291394366,5020.0,15.110923813250654,418.3333333333335,15.110923813250663,13180.0,26.745672598875792
"Block Group 2, Census Tract 186.01, Davidson County, Tennessee",470370186012,293.0,164250.0,13687.5,14549.0,1212.4166666666667,38688.0,3224.0,53237.0,4436.416666666667,8.857838660578388,8.857838660578386,23.55433789954338,23.55433789954338,32.41217656012177,32.412176560121765,111013.0,292.0,155417.0,12951.416666666666,15282.0,1273.5,38928.0,3244.0,54210.0,4517.5,9.832901162678471,9.832901162678471,25.04745298133409,25.04745298133409,34.88035414401256,34.88035414401256,101207.0,-8833.0,-5.377777777777778,-736.0833333333339,-5.377777777777782,733.0,5.0381469516805275,61.08333333333326,5.038146951680521,973.0,1.8276762402088773,81.08333333333303,1.8276762402088704,-9806.0,-8.833199715348652
"Block Group 2, Census Tract 505.02, Williamson County, Tennessee",471870505022,514.0,45081.0,3756.75,15230.0,1269.1666666666667,14448.0,1204.0,29678.0,2473.1666666666665,33.78363390341829,33.78363390341829,32.04897850535702,32.04897850535702,65.83261240877532,65.83261240877532,15403.0,423.0,87604.0,7300.333333333333,17125.0,1427.0833333333333,17652.0,1471.0,34777.0,2898.083333333333,19.54819414638601,19.54819414638601,20.14976485092005,20.14976485092005,39.69795899730607,39.69795899730606,52827.0,42523.0,94.32576917104767,3543.583333333333,94.32576917104765,1895.0,12.442547603414313,157.91666666666652,12.442547603414301,5099.0,17.181076891973852,424.9166666666665,17.18107689197385,37424.0,242.96565604103097
"Block Group 3, Census Tract 408.05, Rutherford County, Tennessee",471490408053,476.0,66389.0,5532.416666666667,14583.0,1215.25,14988.0,1249.0,29571.0,2464.25,21.965988341442106,21.965988341442106,22.57602916145747,22.57602916145747,44.542017502899576,44.542017502899576,36818.0,426.0,85887.0,7157.25,16121.0,1343.4166666666667,11784.0,982.0,27905.0,2325.4166666666665,18.770011759637665,18.770011759637665,13.72035348772224,13.72035348772224,32.490365247359904,32.490365247359904,57982.0,19498.0,29.369323231258193,1624.833333333333,29.369323231258182,1538.0,10.54652677775492,128.16666666666674,10.546526777754925,-1666.0,-5.633898075817524,-138.83333333333348,-5.63389807581753,21164.0,57.482753001249385
"Block Group 2, Census Tract 1303, Humphreys County, Tennessee",470851303002,618.0,71964.0,5997.0,14488.0,1207.3333333333333,12624.0,1052.0,27112.0,2259.3333333333335,20.132288366405422,20.132288366405422,17.5421043855261,17.5421043855261,37.67439275193152,37.67439275193152,44852.0,683.0,73792.0,6149.333333333333,16094.0,1341.1666666666667,14532.0,1211.0,30626.0,2552.1666666666665,21.80995229835213,21.80995229835213,19.69319167389419,19.69319167389419,41.50314397224631,41.50314397224631,43166.0,1828.0,2.5401589683730754,152.33333333333303,2.54015896837307,1606.0,11.085035891772502,133.83333333333348,11.085035891772515,3514.0,12.961050457362052,292.83333333333303,12.961050457362038,-1686.0,-3.7590296976723447
"Block Group 1, Census Tract 204.07, Sumner County, Tennessee",471650204071,721.0,50481.0,4206.75,14593.0,1216.0833333333333,11844.0,987.0,26437.0,2203.0833333333335,28.90790594481092,28.90790594481092,23.4622927438046,23.4622927438046,52.370198688615524,52.370198688615524,24044.0,758.0,55294.0,4607.833333333333,17184.0,1432.0,13188.0,1099.0,30372.0,2531.0,31.077512930878576,31.077512930878576,23.850689044019244,23.850689044019244,54.92820197489783,54.92820197489782,24922.0,4813.0,9.534280224242785,401.08333333333303,9.534280224242778,2591.0,17.75508805591722,215.91666666666674,17.755088055917227,3935.0,14.884442258955252,327.9166666666665,14.884442258955243,878.0,3.651638662452171
"Block Group 2, Census Tract 205.02, Sumner County, Tennessee",471650205022,451.0,95625.0,7968.75,14598.0,1216.5,17160.0,1430.0,31758.0,2646.5,15.265882352941176,15.265882352941176,17.945098039215686,17.945098039215686,33.21098039215686,33.21098039215686,63867.0,657.0,72528.0,6044.0,17077.0,1423.0833333333333,21684.0,1807.0,38761.0,3230.083333333333,23.54538936686521,23.54538936686521,29.89741892786234,29.89741892786234,53.44280829472755,53.44280829472755,33767.0,-23097.0,-24.15372549019608,-1924.75,-24.15372549019608,2479.0,16.981778325798054,206.58333333333326,16.981778325798047,7003.0,22.05113672145601,583.583333333333,22.051136721456,-30100.0,-47.12919034869338
