NAME,GEO_ID,Households,Annual Median Household Income,Monthly Median Household Income,Annual Transportation Cost,Monthly Transportation Cost,Annual Housing Cost,Monthly Housing Cost,Annual Housing and Transportation Cost,Monthly Housing and Transportation Cost,Transportation Cost as Percent of Monthly Median Household Income,Transportation Cost as Percent of Annual Median Household Income,Housing Cost as Percent of Monthly Median Household Income,Housing Cost as Percent of Annual Median Household Income,Housing and Transportation Cost as Percent of Monthly Median Household Income,Housing and Transportation Cost as Percent of Annual Median Household Income
"Block Group 3, Census Tract 304.02, Wilson County, Tennessee",471890304023,586.0,33061.0,2755.0833333333335,12814.0,1067.8333333333333,10128.0,844.0,22942.0,1911.8333333333333,38.75865823780285,38.75865823780285,30.634282084631437,30.634282084631437,69.39294032243428,69.3929403224343
"Block Group 2, Census Tract 302.04, Wilson County, Tennessee",471890302042,2159.0,88594.0,7382.833333333333,16704.0,1392.0,20184.0,1682.0,36888.0,3074.0,18.854549969523895,18.854549969523895,22.78258121317471,22.78258121317471,41.6371311826986,41.6371311826986
"Block Group 2, Census Tract 303.03, Wilson County, Tennessee",471890303032,561.0,72054.0,6004.5,17954.0,1496.1666666666667,16704.0,1392.0,34658.0,2888.1666666666665,24.91742304382824,24.91742304382824,23.182613040219834,23.182613040219834,48.10003608404807,48.10003608404808
"Block Group 3, Census Tract 303.03, Wilson County, Tennessee",471890303033,590.0,95968.0,7997.333333333333,16456.0,1371.3333333333333,20856.0,1738.0,37312.0,3109.3333333333335,17.147382460820275,17.147382460820275,21.732244081360456,21.732244081360452,38.87962654218073,38.87962654218073
"Block Group 1, Census Tract 303.09, Wilson County, Tennessee",471890303091,961.0,95472.0,7956.0,15751.0,1312.5833333333333,20316.0,1693.0,36067.0,3005.5833333333335,16.49803083626613,16.498030836266132,21.279537456008043,21.279537456008043,37.777568292274175,37.777568292274175
"Block Group 2, Census Tract 304.02, Wilson County, Tennessee",471890304022,661.0,63542.0,5295.166666666667,13754.0,1146.1666666666667,11388.0,949.0,25142.0,2095.1666666666665,21.645525793963046,21.645525793963046,17.92200434358377,17.922004343583772,39.56753013754681,39.56753013754682
"Block Group 3, Census Tract 303.07, Wilson County, Tennessee",471890303073,973.0,97868.0,8155.666666666667,15645.0,1303.75,21576.0,1798.0,37221.0,3101.75,15.985817631912372,15.985817631912372,22.046021171373688,22.046021171373688,38.03183880328606,38.031838803286064
"Block Group 2, Census Tract 303.09, Wilson County, Tennessee",471890303092,877.0,85819.0,7151.583333333333,15804.0,1317.0,18228.0,1519.0,34032.0,2836.0,18.415502394574627,18.415502394574627,21.240051736794882,21.240051736794882,39.65555413136951,39.655554131369506
"Block Group 2, Census Tract 307, Wilson County, Tennessee",471890307002,783.0,43917.0,3659.75,13657.0,1138.0833333333333,12576.0,1048.0,26233.0,2186.0833333333335,31.097297174214994,31.097297174214994,28.63583578113259,28.63583578113259,59.73313295534759,59.73313295534759
"Block Group 1, Census Tract 302.03, Wilson County, Tennessee",471890302031,513.0,140469.0,11705.75,16366.0,1363.8333333333333,23640.0,1970.0,40006.0,3333.8333333333335,11.65096925300244,11.65096925300244,16.829336010080517,16.829336010080517,28.48030526308296,28.480305263082954
"Block Group 3, Census Tract 306, Wilson County, Tennessee",471890306003,475.0,36458.0,3038.1666666666665,14132.0,1177.6666666666667,14736.0,1228.0,28868.0,2405.6666666666665,38.76241154204838,38.76241154204838,40.419112403313406,40.4191124033134,79.18152394536179,79.18152394536179
"Block Group 1, Census Tract 308, Wilson County, Tennessee",471890308001,768.0,63898.0,5324.833333333333,15514.0,1292.8333333333333,16776.0,1398.0,32290.0,2690.8333333333335,24.279320166515383,24.279320166515383,26.254342858931423,26.254342858931423,50.533663025446806,50.533663025446806
"Block Group 2, Census Tract 302.03, Wilson County, Tennessee",471890302032,1578.0,91316.0,7609.666666666667,16306.0,1358.8333333333333,20052.0,1671.0,36358.0,3029.8333333333335,17.85667352928293,17.85667352928293,21.958911910289544,21.958911910289544,39.81558543957247,39.81558543957247
"Block Group 1, Census Tract 303.08, Wilson County, Tennessee",471890303081,801.0,111008.0,9250.666666666666,16932.0,1411.0,20904.0,1742.0,37836.0,3153.0,15.252954742000577,15.252954742000577,18.8310752378207,18.831075237820695,34.08402997982128,34.084029979821274
"Block Group 2, Census Tract 301.01, Wilson County, Tennessee",471890301012,1339.0,88320.0,7360.0,18471.0,1539.25,17976.0,1498.0,36447.0,3037.25,20.913722826086957,20.913722826086957,20.35326086956522,20.35326086956522,41.26698369565218,41.26698369565218
"Block Group 3, Census Tract 303.04, Wilson County, Tennessee",471890303043,379.0,43639.0,3636.5833333333335,16796.0,1399.6666666666667,15900.0,1325.0,32696.0,2724.6666666666665,38.48850798597585,38.48850798597584,36.4352987007035,36.4352987007035,74.92380668667934,74.92380668667936
"Block Group 3, Census Tract 309.01, Wilson County, Tennessee",471890309013,642.0,116263.0,9688.583333333334,17470.0,1455.8333333333333,23832.0,1986.0,41302.0,3441.8333333333335,15.026276631430463,15.026276631430463,20.498352872366958,20.49835287236696,35.52462950379742,35.52462950379742
"Block Group 4, Census Tract 303.07, Wilson County, Tennessee",471890303074,447.0,47587.0,3965.5833333333335,11552.0,962.6666666666666,12252.0,1021.0,23804.0,1983.6666666666667,24.275537436694894,24.275537436694897,25.746527412948915,25.746527412948915,50.02206484964381,50.02206484964381
"Block Group 1, Census Tract 304.02, Wilson County, Tennessee",471890304021,409.0,51134.0,4261.166666666667,13240.0,1103.3333333333333,13980.0,1165.0,27220.0,2268.3333333333335,25.892752376109822,25.89275237610983,27.339930379004183,27.339930379004183,53.23268275511401,53.23268275511401
"Block Group 3, Census Tract 305, Wilson County, Tennessee",471890305003,424.0,29861.0,2488.4166666666665,10890.0,907.5,8412.0,701.0,19302.0,1608.5,36.46897290780617,36.46897290780617,28.17052342520344,28.17052342520344,64.63949633300962,64.63949633300962
"Block Group 3, Census Tract 309.03, Wilson County, Tennessee",471890309033,849.0,85110.0,7092.5,18116.0,1509.6666666666667,19992.0,1666.0,38108.0,3175.6666666666665,21.285395370696747,21.285395370696744,23.489601691928094,23.489601691928094,44.77499706262484,44.77499706262484
"Block Group 1, Census Tract 310, Wilson County, Tennessee",471890310001,455.0,53836.0,4486.333333333333,16963.0,1413.5833333333333,17952.0,1496.0,34915.0,2909.5833333333335,31.508655917973105,31.508655917973105,33.345716620848506,33.345716620848506,64.85437253882161,64.85437253882161
"Block Group 1, Census Tract 303.03, Wilson County, Tennessee",471890303031,523.0,127125.0,10593.75,16654.0,1387.8333333333333,20940.0,1745.0,37594.0,3132.8333333333335,13.100491642084561,13.100491642084563,16.47197640117994,16.47197640117994,29.572468043264504,29.572468043264504
"Block Group 2, Census Tract 303.08, Wilson County, Tennessee",471890303082,331.0,93203.0,7766.916666666667,16356.0,1363.0,16308.0,1359.0,32664.0,2722.0,17.548791347917987,17.548791347917987,17.49729085973627,17.497290859736275,35.04608220765426,35.04608220765426
"Block Group 2, Census Tract 305, Wilson County, Tennessee",471890305002,931.0,50551.0,4212.583333333333,14649.0,1220.75,12252.0,1021.0,26901.0,2241.75,28.97865521948132,28.978655219481315,24.236909259955294,24.23690925995529,53.215564479436615,53.21556447943661
"Block Group 1, Census Tract 307, Wilson County, Tennessee",471890307001,552.0,27500.0,2291.6666666666665,11721.0,976.75,6936.0,578.0,18657.0,1554.75,42.621818181818185,42.621818181818185,25.221818181818183,25.221818181818183,67.84363636363638,67.84363636363636
"Block Group 2, Census Tract 302.02, Wilson County, Tennessee",471890302022,1118.0,105938.0,8828.166666666666,16256.0,1354.6666666666667,22716.0,1893.0,38972.0,3247.6666666666665,15.344824331212598,15.344824331212594,21.44273065377863,21.442730653778625,36.787554984991225,36.787554984991225
"Block Group 2, Census Tract 303.04, Wilson County, Tennessee",471890303042,1408.0,70339.0,5861.583333333333,16807.0,1400.5833333333333,16248.0,1354.0,33055.0,2754.5833333333335,23.894283398967854,23.894283398967854,23.099560698901037,23.099560698901037,46.993844097868894,46.993844097868894
"Block Group 3, Census Tract 303.05, Wilson County, Tennessee",471890303053,626.0,90682.0,7556.833333333333,15788.0,1315.6666666666667,16380.0,1365.0,32168.0,2680.6666666666665,17.4102909066849,17.4102909066849,18.063121677951525,18.063121677951525,35.47341258463642,35.47341258463642
"Block Group 3, Census Tract 308, Wilson County, Tennessee",471890308003,599.0,55089.0,4590.75,16995.0,1416.25,11232.0,936.0,28227.0,2352.25,30.85007896313239,30.85007896313239,20.388825355334095,20.388825355334095,51.23890431846648,51.23890431846648
"Block Group 1, Census Tract 309.01, Wilson County, Tennessee",471890309011,357.0,51496.0,4291.333333333333,15448.0,1287.3333333333333,19440.0,1620.0,34888.0,2907.3333333333335,29.9984464812801,29.9984464812801,37.75050489358397,37.75050489358397,67.74895137486408,67.74895137486406
"Block Group 4, Census Tract 310, Wilson County, Tennessee",471890310004,565.0,51375.0,4281.25,16497.0,1374.75,12948.0,1079.0,29445.0,2453.75,32.11094890510949,32.11094890510949,25.2029197080292,25.2029197080292,57.31386861313869,57.31386861313869
"Block Group 2, Census Tract 303.05, Wilson County, Tennessee",471890303052,287.0,78614.0,6551.166666666667,16676.0,1389.6666666666667,11940.0,995.0,28616.0,2384.6666666666665,21.212506678199812,21.212506678199812,15.188134428982114,15.188134428982114,36.400641107181926,36.400641107181926
"Block Group 1, Census Tract 303.07, Wilson County, Tennessee",471890303071,528.0,132969.0,11080.75,16188.0,1349.0,20784.0,1732.0,36972.0,3081.0,12.174266182343253,12.174266182343253,15.630710917582293,15.630710917582293,27.804977099925548,27.804977099925548
"Block Group 1, Census Tract 305, Wilson County, Tennessee",471890305001,635.0,41958.0,3496.5,13005.0,1083.75,11352.0,946.0,24357.0,2029.75,30.995280995280993,30.995280995280993,27.055627055627056,27.055627055627056,58.05090805090805,58.05090805090805
"Block Group 3, Census Tract 310, Wilson County, Tennessee",471890310003,368.0,62262.0,5188.5,16811.0,1400.9166666666667,12396.0,1033.0,29207.0,2433.9166666666665,27.000417590183417,27.000417590183417,19.909415052519996,19.909415052519996,46.909832642703414,46.909832642703414
"Block Group 3, Census Tract 302.02, Wilson County, Tennessee",471890302023,1043.0,87113.0,7259.416666666667,16244.0,1353.6666666666667,19776.0,1648.0,36020.0,3001.6666666666665,18.647044643164627,18.647044643164627,22.701548563360234,22.701548563360234,41.34859320652485,41.34859320652486
"Block Group 1, Census Tract 309.03, Wilson County, Tennessee",471890309031,2135.0,76604.0,6383.666666666667,15817.0,1318.0833333333333,19020.0,1585.0,34837.0,2903.0833333333335,20.64774685395018,20.647746853950185,24.828990653229596,24.828990653229596,45.476737507179784,45.476737507179784
"Block Group 1, Census Tract 302.02, Wilson County, Tennessee",471890302021,747.0,81463.0,6788.583333333333,15456.0,1288.0,15972.0,1331.0,31428.0,2619.0,18.973030701054466,18.973030701054466,19.60644709868284,19.60644709868284,38.579477799737305,38.579477799737305
"Block Group 1, Census Tract 303.04, Wilson County, Tennessee",471890303041,747.0,136571.0,11380.916666666666,15864.0,1322.0,23220.0,1935.0,39084.0,3257.0,11.615936033272071,11.615936033272071,17.00214540422198,17.00214540422198,28.61808143749405,28.61808143749405
"Block Group 4, Census Tract 303.05, Wilson County, Tennessee",471890303054,571.0,97287.0,8107.25,15844.0,1320.3333333333333,18528.0,1544.0,34372.0,2864.3333333333335,16.28583469528303,16.28583469528303,19.044682228869224,19.044682228869224,35.33051692415225,35.33051692415225
"Block Group 1, Census Tract 304.01, Wilson County, Tennessee",471890304011,967.0,50827.0,4235.583333333333,13392.0,1116.0,12816.0,1068.0,26208.0,2184.0,26.348200759438882,26.348200759438882,25.214944812796354,25.214944812796347,51.563145572235236,51.56314557223523
"Block Group 4, Census Tract 305, Wilson County, Tennessee",471890305004,651.0,73625.0,6135.416666666667,16971.0,1414.25,13536.0,1128.0,30507.0,2542.25,23.05059422750424,23.050594227504245,18.385059422750423,18.385059422750423,41.435653650254665,41.435653650254665
"Block Group 2, Census Tract 308, Wilson County, Tennessee",471890308002,759.0,69063.0,5755.25,17138.0,1428.1666666666667,17004.0,1417.0,34142.0,2845.1666666666665,24.815023963627414,24.815023963627414,24.620998219017416,24.620998219017416,49.43602218264483,49.436022182644834
"Block Group 2, Census Tract 306, Wilson County, Tennessee",471890306002,570.0,41500.0,3458.3333333333335,13932.0,1161.0,12348.0,1029.0,26280.0,2190.0,33.5710843373494,33.5710843373494,29.75421686746988,29.75421686746988,63.325301204819276,63.325301204819276
"Block Group 2, Census Tract 309.01, Wilson County, Tennessee",471890309012,2666.0,93714.0,7809.5,14696.0,1224.6666666666667,17496.0,1458.0,32192.0,2682.6666666666665,15.68175512730222,15.68175512730222,18.669569114539982,18.669569114539982,34.3513242418422,34.3513242418422
"Block Group 2, Census Tract 301.02, Wilson County, Tennessee",471890301022,954.0,60577.0,5048.083333333333,17454.0,1454.5,14844.0,1237.0,32298.0,2691.5,28.812915793122805,28.8129157931228,24.504349835746243,24.50434983574624,53.31726562886905,53.31726562886904
"Block Group 1, Census Tract 501.01, Williamson County, Tennessee",471870501011,1555.0,160688.0,13390.666666666666,16166.0,1347.1666666666667,32940.0,2745.0,49106.0,4092.1666666666665,10.060489893458131,10.06048989345813,20.499352783032958,20.499352783032958,30.55984267649109,30.55984267649109
"Block Group 2, Census Tract 509.06, Williamson County, Tennessee",471870509062,676.0,121875.0,10156.25,15695.0,1307.9166666666667,25500.0,2125.0,41195.0,3432.9166666666665,12.877948717948717,12.877948717948717,20.923076923076923,20.923076923076923,33.80102564102564,33.80102564102564
"Block Group 1, Census Tract 509.05, Williamson County, Tennessee",471870509051,1495.0,113681.0,9473.416666666666,12667.0,1055.5833333333333,23484.0,1957.0,36151.0,3012.5833333333335,11.142583193321663,11.142583193321663,20.657805613954842,20.65780561395484,31.8003888072765,31.8003888072765
"Block Group 2, Census Tract 511.00, Williamson County, Tennessee",471870511002,822.0,90357.0,7529.75,17417.0,1451.4166666666667,24012.0,2001.0,41429.0,3452.4166666666665,19.275761700809014,19.275761700809014,26.57458746970351,26.57458746970351,45.85034917051252,45.85034917051252
"Block Group 3, Census Tract 212.04, Sumner County, Tennessee",471650212043,1395.0,58034.0,4836.166666666667,13613.0,1134.4166666666667,16884.0,1407.0,30497.0,2541.4166666666665,23.45693903573767,23.45693903573767,29.0932901402626,29.093290140262607,52.55022917600027,52.55022917600027
"Block Group 1, Census Tract 178, Davidson County, Tennessee",470370178001,517.0,101306.0,8442.166666666666,13065.0,1088.75,21612.0,1801.0,34677.0,2889.75,12.896570785540836,12.896570785540836,21.333385979112787,21.333385979112787,34.22995676465362,34.22995676465362
"Block Group 1, Census Tract 301.02, Wilson County, Tennessee",471890301021,913.0,84034.0,7002.833333333333,17414.0,1451.1666666666667,14832.0,1236.0,32246.0,2687.1666666666665,20.72256467620249,20.72256467620249,17.649998810005474,17.649998810005474,38.37256348620796,38.37256348620796
"Block Group 3, Census Tract 110.02, Maury County, Tennessee",471190110023,448.0,-666666666.0,-55555555.5,19161.0,1596.75,13800.0,1150.0,32961.0,2746.75,-0.00287415000287415,-0.00287415000287415,-0.0020700000020699998,-0.0020700000020699998,-0.00494415000494415,-0.00494415000494415
"Block Group 4, Census Tract 802, Robertson County, Tennessee",471470802004,720.0,37104.0,3092.0,16922.0,1410.1666666666667,13512.0,1126.0,30434.0,2536.1666666666665,45.606942647692975,45.606942647692975,36.41655886157827,36.41655886157827,82.02350150927124,82.02350150927124
"Block Group 1, Census Tract 603, Dickson County, Tennessee",470430603001,834.0,51250.0,4270.833333333333,16934.0,1411.1666666666667,12204.0,1017.0,29138.0,2428.1666666666665,33.0419512195122,33.04195121951219,23.81268292682927,23.812682926829268,56.85463414634147,56.85463414634147
"Block Group 2, Census Tract 702.02, Cheatham County, Tennessee",470210702022,794.0,58750.0,4895.833333333333,17085.0,1423.75,14892.0,1241.0,31977.0,2664.75,29.080851063829787,29.080851063829787,25.348085106382978,25.348085106382978,54.42893617021277,54.42893617021276
"Block Group 1, Census Tract 9704, Macon County, Tennessee",471119704001,593.0,62361.0,5196.75,17170.0,1430.8333333333333,11028.0,919.0,28198.0,2349.8333333333335,27.53323391222078,27.53323391222078,17.684129504016934,17.684129504016934,45.21736341623772,45.21736341623771
"Block Group 2, Census Tract 9701, Macon County, Tennessee",471119701002,566.0,35882.0,2990.1666666666665,18099.0,1508.25,10932.0,911.0,29031.0,2419.25,50.44033219998886,50.44033219998886,30.46652917897553,30.46652917897553,80.9068613789644,80.90686137896438
"Block Group 2, Census Tract 163, Davidson County, Tennessee",470370163002,279.0,17214.0,1434.5,9391.0,782.5833333333334,0.0,0.0,9391.0,782.5833333333334,54.554432438712674,54.554432438712674,0.0,0.0,54.554432438712674,54.554432438712674
"Block Group 1, Census Tract 166, Davidson County, Tennessee",470370166001,1108.0,75333.0,6277.75,10106.0,842.1666666666666,18660.0,1555.0,28766.0,2397.1666666666665,13.415103606653126,13.415103606653126,24.77002110628808,24.77002110628808,38.1851247129412,38.18512471294121
"Block Group 2, Census Tract 164, Davidson County, Tennessee",470370164002,724.0,35096.0,2924.6666666666665,8533.0,711.0833333333334,11484.0,957.0,20017.0,1668.0833333333333,24.31331205835423,24.313312058354228,32.72167768406656,32.721677684066556,57.03498974242079,57.03498974242079
"Block Group 2, Census Tract 167, Davidson County, Tennessee",470370167002,734.0,120938.0,10078.166666666666,11921.0,993.4166666666666,20376.0,1698.0,32297.0,2691.4166666666665,9.857116869801056,9.857116869801056,16.848302435958924,16.84830243595892,26.705419305759975,26.705419305759975
"Block Group 5, Census Tract 174.02, Davidson County, Tennessee",470370174025,444.0,43684.0,3640.3333333333335,12394.0,1032.8333333333333,13236.0,1103.0,25630.0,2135.8333333333335,28.37194396117571,28.371943961175717,30.299423129750018,30.299423129750025,58.67136709092574,58.67136709092574
"Block Group 2, Census Tract 172, Davidson County, Tennessee",470370172002,372.0,52600.0,4383.333333333333,12338.0,1028.1666666666667,14040.0,1170.0,26378.0,2198.1666666666665,23.456273764258558,23.456273764258555,26.692015209125476,26.692015209125476,50.14828897338403,50.14828897338403
"Block Group 3, Census Tract 173, Davidson County, Tennessee",470370173003,295.0,58024.0,4835.333333333333,13457.0,1121.4166666666667,17100.0,1425.0,30557.0,2546.4166666666665,23.192127395560462,23.19212739556046,29.470563904591206,29.470563904591202,52.662691300151664,52.662691300151664
"Block Group 4, Census Tract 168, Davidson County, Tennessee",470370168004,307.0,-666666666.0,-55555555.5,10811.0,900.9166666666666,20364.0,1697.0,31175.0,2597.9166666666665,-0.00162165000162165,-0.00162165000162165,-0.0030546000030546,-0.0030546000030546,-0.00467625000467625,-0.00467625000467625
"Block Group 4, Census Tract 167, Davidson County, Tennessee",470370167004,514.0,-666666666.0,-55555555.5,12280.0,1023.3333333333334,23484.0,1957.0,35764.0,2980.3333333333335,-0.0018420000018420002,-0.0018420000018419997,-0.0035226000035225996,-0.0035226000035225996,-0.005364600005364601,-0.0053646000053646
"Block Group 1, Census Tract 174.01, Davidson County, Tennessee",470370174011,641.0,48412.0,4034.3333333333335,12725.0,1060.4166666666667,12168.0,1014.0,24893.0,2074.4166666666665,26.284805420143766,26.284805420143766,25.13426423200859,25.13426423200859,51.41906965215235,51.41906965215236
"Block Group 1, Census Tract 174.02, Davidson County, Tennessee",470370174021,487.0,40299.0,3358.25,12269.0,1022.4166666666666,15060.0,1255.0,27329.0,2277.4166666666665,30.44492419166729,30.44492419166729,37.37065435866895,37.37065435866895,67.81557855033623,67.81557855033624
"Block Group 3, Census Tract 167, Davidson County, Tennessee",470370167003,290.0,190781.0,15898.416666666666,12077.0,1006.4166666666666,30576.0,2548.0,42653.0,3554.4166666666665,6.330294945513443,6.330294945513443,16.026753188210566,16.026753188210566,22.357048133724007,22.357048133724007
"Block Group 3, Census Tract 169, Davidson County, Tennessee",470370169003,582.0,99861.0,8321.75,11399.0,949.9166666666666,25584.0,2132.0,36983.0,3081.9166666666665,11.414866664663883,11.414866664663883,25.619611259650917,25.619611259650917,37.03447792431479,37.03447792431479
"Block Group 3, Census Tract 171, Davidson County, Tennessee",470370171003,432.0,117672.0,9806.0,12562.0,1046.8333333333333,25824.0,2152.0,38386.0,3198.8333333333335,10.67543680739683,10.675436807396832,21.945747501529674,21.945747501529674,32.62118430892651,32.62118430892651
"Block Group 1, Census Tract 168, Davidson County, Tennessee",470370168001,821.0,64954.0,5412.833333333333,11088.0,924.0,11496.0,958.0,22584.0,1882.0,17.070542229885767,17.070542229885767,17.698679065184596,17.698679065184592,34.76922129507036,34.76922129507036
"Block Group 2, Census Tract 170, Davidson County, Tennessee",470370170002,358.0,84728.0,7060.666666666667,12934.0,1077.8333333333333,22776.0,1898.0,35710.0,2975.8333333333335,15.265319610990463,15.265319610990463,26.881314323482204,26.881314323482204,42.14663393447267,42.14663393447267
"Block Group 1, Census Tract 173, Davidson County, Tennessee",470370173001,605.0,53897.0,4491.416666666667,13706.0,1142.1666666666667,13200.0,1100.0,26906.0,2242.1666666666665,25.42998682672505,25.42998682672505,24.491159062656546,24.491159062656546,49.92114588938159,49.9211458893816
"Block Group 1, Census Tract 170, Davidson County, Tennessee",470370170001,504.0,117012.0,9751.0,12630.0,1052.5,20148.0,1679.0,32778.0,2731.5,10.793764742077736,10.793764742077736,17.21874679520049,17.21874679520049,28.01251153727823,28.01251153727823
"Block Group 3, Census Tract 170, Davidson County, Tennessee",470370170003,281.0,69813.0,5817.75,10605.0,883.75,8700.0,725.0,19305.0,1608.75,15.190580550900263,15.190580550900263,12.461862403850285,12.461862403850285,27.65244295475055,27.65244295475055
"Block Group 4, Census Tract 174.02, Davidson County, Tennessee",470370174024,515.0,38098.0,3174.8333333333335,11783.0,981.9166666666666,12432.0,1036.0,24215.0,2017.9166666666667,30.9281327103785,30.9281327103785,32.631634206520026,32.631634206520026,63.55976691689852,63.55976691689853
"Block Group 1, Census Tract 177.01, Davidson County, Tennessee",470370177011,473.0,159821.0,13318.416666666666,14838.0,1236.5,33828.0,2819.0,48666.0,4055.5,9.28413662785241,9.28413662785241,21.16617966349854,21.16617966349854,30.450316291350948,30.450316291350948
"Block Group 2, Census Tract 174.01, Davidson County, Tennessee",470370174012,279.0,45724.0,3810.3333333333335,12675.0,1056.25,12996.0,1083.0,25671.0,2139.25,27.72067185723034,27.72067185723034,28.422710174088007,28.422710174088007,56.143382031318346,56.143382031318346
"Block Group 3, Census Tract 168, Davidson County, Tennessee",470370168003,472.0,91141.0,7595.083333333333,11899.0,991.5833333333334,25896.0,2158.0,37795.0,3149.5833333333335,13.05559517670423,13.055595176704227,28.413118135635994,28.413118135635994,41.46871331234022,41.46871331234022
"Block Group 1, Census Tract 175, Davidson County, Tennessee",470370175001,401.0,36641.0,3053.4166666666665,12854.0,1071.1666666666667,12720.0,1060.0,25574.0,2131.1666666666665,35.080920280560036,35.08092028056003,34.7152097377255,34.7152097377255,69.79613001828552,69.79613001828552
"Block Group 2, Census Tract 174.02, Davidson County, Tennessee",470370174022,388.0,36618.0,3051.5,12598.0,1049.8333333333333,12372.0,1031.0,24970.0,2080.8333333333335,34.403845103501006,34.40384510350101,33.78666229723087,33.78666229723087,68.19050740073187,68.19050740073187
"Block Group 1, Census Tract 172, Davidson County, Tennessee",470370172001,274.0,57000.0,4750.0,12688.0,1057.3333333333333,14208.0,1184.0,26896.0,2241.3333333333335,22.259649122807016,22.25964912280702,24.926315789473684,24.926315789473684,47.1859649122807,47.1859649122807
"Block Group 2, Census Tract 175, Davidson County, Tennessee",470370175002,685.0,29153.0,2429.4166666666665,11073.0,922.75,10512.0,876.0,21585.0,1798.75,37.98236888141873,37.98236888141872,36.05803862381231,36.0580386238123,74.04040750523103,74.04040750523102
"Block Group 2, Census Tract 169, Davidson County, Tennessee",470370169002,402.0,123000.0,10250.0,12121.0,1010.0833333333334,25356.0,2113.0,37477.0,3123.0833333333335,9.854471544715446,9.854471544715446,20.614634146341462,20.614634146341462,30.469105691056914,30.469105691056907
"Block Group 3, Census Tract 174.02, Davidson County, Tennessee",470370174023,415.0,84928.0,7077.333333333333,14709.0,1225.75,13992.0,1166.0,28701.0,2391.75,17.319376412961567,17.319376412961567,16.475131876412963,16.475131876412963,33.794508289374534,33.794508289374534
"Block Group 2, Census Tract 173, Davidson County, Tennessee",470370173002,287.0,47031.0,3919.25,12897.0,1074.75,13788.0,1149.0,26685.0,2223.75,27.422338457613066,27.422338457613066,29.316833577852908,29.316833577852908,56.73917203546597,56.73917203546597
"Block Group 5, Census Tract 169, Davidson County, Tennessee",470370169005,430.0,138281.0,11523.416666666666,14694.0,1224.5,22752.0,1896.0,37446.0,3120.5,10.62618870271404,10.626188702714039,16.453453475170125,16.453453475170125,27.079642177884168,27.07964217788416
"Block Group 4, Census Tract 169, Davidson County, Tennessee",470370169004,487.0,59978.0,4998.166666666667,11585.0,965.4166666666666,25584.0,2132.0,37169.0,3097.4166666666665,19.31541565240588,19.315415652405882,42.65564040148054,42.65564040148055,61.97105605388642,61.97105605388642
"Block Group 2, Census Tract 171, Davidson County, Tennessee",470370171002,435.0,75804.0,6317.0,11785.0,982.0833333333334,25248.0,2104.0,37033.0,3086.0833333333335,15.546672998786345,15.546672998786343,33.30694950134557,33.30694950134557,48.85362250013192,48.85362250013192
"Block Group 2, Census Tract 168, Davidson County, Tennessee",470370168002,760.0,50556.0,4213.0,9832.0,819.3333333333334,20244.0,1687.0,30076.0,2506.3333333333335,19.447741118759396,19.447741118759396,40.042724899121765,40.042724899121765,59.49046601788116,59.49046601788116
"Block Group 1, Census Tract 179.02, Davidson County, Tennessee",470370179021,429.0,250001.0,20833.416666666668,14554.0,1212.8333333333333,42180.0,3515.0,56734.0,4727.833333333333,5.821576713693145,5.821576713693146,16.87193251226995,16.871932512269954,22.693509225963094,22.693509225963098
"Block Group 3, Census Tract 181.02, Davidson County, Tennessee",470370181023,426.0,249167.0,20763.916666666668,15180.0,1265.0,33084.0,2757.0,48264.0,4022.0,6.0922995420741906,6.092299542074191,13.277841768773552,13.277841768773554,19.370141310847742,19.370141310847742
"Block Group 2, Census Tract 177.01, Davidson County, Tennessee",470370177012,399.0,117679.0,9806.583333333334,13730.0,1144.1666666666667,26664.0,2222.0,40394.0,3366.1666666666665,11.667332319275317,11.667332319275317,22.65824828559046,22.658248285590464,34.32558060486578,34.32558060486578
"Block Group 1, Census Tract 181.01, Davidson County, Tennessee",470370181011,468.0,52155.0,4346.25,11176.0,931.3333333333334,14376.0,1198.0,25552.0,2129.3333333333335,21.428434474163552,21.428434474163552,27.56399194708082,27.56399194708082,48.992426421244375,48.99242642124437
"Block Group 2, Census Tract 179.02, Davidson County, Tennessee",470370179022,876.0,107361.0,8946.75,10187.0,848.9166666666666,24864.0,2072.0,35051.0,2920.9166666666665,9.488547982973332,9.488547982973333,23.15924777153715,23.15924777153715,32.64779575451048,32.64779575451048
"Block Group 1, Census Tract 180, Davidson County, Tennessee",470370180001,515.0,137426.0,11452.166666666666,12502.0,1041.8333333333333,15012.0,1251.0,27514.0,2292.8333333333335,9.097259616084292,9.097259616084292,10.923697116993873,10.923697116993873,20.02095673307817,20.020956733078165
"Block Group 1, Census Tract 182.01, Davidson County, Tennessee",470370182011,386.0,79857.0,6654.75,13845.0,1153.75,18912.0,1576.0,32757.0,2729.75,17.337240317066758,17.337240317066758,23.682332168751643,23.682332168751643,41.0195724858184,41.0195724858184
"Block Group 1, Census Tract 177.02, Davidson County, Tennessee",470370177021,709.0,133125.0,11093.75,13558.0,1129.8333333333333,27000.0,2250.0,40558.0,3379.8333333333335,10.184413145539907,10.184413145539907,20.281690140845072,20.281690140845072,30.46610328638498,30.46610328638498
